Date,Mountain,x,y
43379,0,-2,-2
43380,Graham Mountain,10,29
43381,Balsam Lake Mountain,10,20
43382,Doubletop Mountain,10,28
43383,0,-2,-2
43384,0,-2,-2
43385,0,-2,-2
43386,0,-2,-2
43387,North Dome,10,10
43388,Sherrill Mountain,10,5
43389,0,-2,-2
43390,0,-2,-2
43391,0,-2,-2
43392,0,-2,-2
43393,0,-2,-2
43394,Eagle Mountain,10,9
43395,Balsam Mountain,10,8
43396,0,-2,-2
43397,0,-2,-2
43398,0,-2,-2
43399,Big Indian Mountain,10,17
43400,Fir Mountain,10,11
43401,0,-2,-2
43402,0,-2,-2
43403,0,-2,-2
43404,0,-2,-2
43405,0,-2,-2
43406,0,-2,-2
43407,0,-2,-2
43408,Lone Mountain,11,19
43409,Rocky Mountain,11,1
43410,0,-2,-2
43411,0,-2,-2
43412,0,-2,-2
43413,0,-2,-2
43414,0,-2,-2
43415,Graham Mountain,11,29
43416,Balsam Lake Mountain,11,20
43417,Doubletop Mountain,11,28
43418,0,-2,-2
43419,0,-2,-2
43420,0,-2,-2
43421,0,-2,-2
43422,0,-2,-2
43423,0,-2,-2
43424,0,-2,-2
43425,0,-2,-2
43426,0,-2,-2
43427,0,-2,-2
43428,0,-2,-2
43429,Friday Mountain,11,16
43430,Balsam Cap,11,12
43431,0,-2,-2
43432,0,-2,-2
43433,0,-2,-2
43434,Rusk Mountain,11,15
43435,0,-2,-2
43436,0,-2,-2
43437,0,-2,-2
43438,0,-2,-2
43439,0,-2,-2
43440,0,-2,-2
43441,0,-2,-2
43442,Panther Mountain,12,18
43443,0,-2,-2
43444,0,-2,-2
43445,0,-2,-2
43446,0,-2,-2
43447,0,-2,-2
43448,0,-2,-2
43449,0,-2,-2
43450,0,-2,-2
43451,0,-2,-2
43452,0,-2,-2
43453,0,-2,-2
43454,0,-2,-2
43455,0,-2,-2
43456,0,-2,-2
43457,0,-2,-2
43458,0,-2,-2
43459,0,-2,-2
43460,0,-2,-2
43461,0,-2,-2
43462,0,-2,-2
43463,0,-2,-2
43464,0,-2,-2
43465,0,-2,-2
43466,0,-2,-2
43467,Friday Mountain,1,16
43468,Balsam Cap,1,12
43469,Big Indian Mountain,1,17
43470,Fir Mountain,1,11
43471,0,-2,-2
43472,Halcott Mountain,1,4
43473,0,-2,-2
43474,0,-2,-2
43475,0,-2,-2
43476,0,-2,-2
43477,0,-2,-2
43478,Kaaterskill High Peak,1,14
43479,0,-2,-2
43480,0,-2,-2
43481,0,-2,-2
43482,0,-2,-2
43483,0,-2,-2
43484,0,-2,-2
43485,0,-2,-2
43486,0,-2,-2
43487,0,-2,-2
43488,0,-2,-2
43489,0,-2,-2
43490,0,-2,-2
43491,0,-2,-2
43492,0,-2,-2
43493,0,-2,-2
43494,0,-2,-2
43495,0,-2,-2
43496,0,-2,-2
43497,0,-2,-2
43498,0,-2,-2
43499,North Dome,2,10
43500,Sherrill Mountain,2,5
43501,Panther Mountain,2,18
43502,Halcott Mountain,2,4
43503,0,-2,-2
43504,0,-2,-2
43505,Graham Mountain,2,29
43506,Balsam Lake Mountain,2,20
43507,Big Indian Mountain,2,17
43508,Fir Mountain,2,11
43509,0,-2,-2
43510,0,-2,-2
43511,West Kill,2,30
43512,0,-2,-2
43513,Table Mountain,2,26
43514,Peekamoose Mountain,2,25
43515,Kaaterskill High Peak,2,14
43516,Doubletop Mountain,2,28
43517,0,-2,-2
43518,0,-2,-2
43519,0,-2,-2
43520,0,-2,-2
43521,0,-2,-2
43522,0,-2,-2
43523,0,-2,-2
43524,0,-2,-2
43525,Graham Mountain,3,29
43526,Balsam Lake Mountain,3,20
43527,North Dome,3,10
43528,Sherrill Mountain,3,5
43529,0,-2,-2
43530,0,-2,-2
43531,West Kill,3,30
43532,0,-2,-2
43533,0,-2,-2
43534,0,-2,-2
43535,0,-2,-2
43536,0,-2,-2
43537,0,-2,-2
43538,0,-2,-2
43539,0,-2,-2
43540,Rusk Mountain,3,15
43541,Big Indian Mountain,3,17
43542,Fir Mountain,3,11
43543,Halcott Mountain,3,4
43544,0,-2,-2
43545,0,-2,-2
43546,0,-2,-2
43547,0,-2,-2
43548,Friday Mountain,3,16
43549,Balsam Cap,3,12
43550,0,-2,-2
43551,0,-2,-2
43552,0,-2,-2
43553,0,-2,-2
43554,0,-2,-2
43555,0,-2,-2
43556,Panther Mountain,4,18
43557,0,-2,-2
43558,0,-2,-2
43559,0,-2,-2
43560,0,-2,-2
43561,0,-2,-2
43562,Table Mountain,4,26
43563,Peekamoose Mountain,4,25
43564,Lone Mountain,4,19
43565,Rocky Mountain,4,1
43566,Kaaterskill High Peak,4,14
43567,0,-2,-2
43568,0,-2,-2
43569,0,-2,-2
43570,0,-2,-2
43571,Big Indian Mountain,4,17
43572,Fir Mountain,4,11
43573,0,-2,-2
43574,0,-2,-2
43575,0,-2,-2
43576,0,-2,-2
43577,0,-2,-2
43578,0,-2,-2
43579,0,-2,-2
43580,0,-2,-2
43581,0,-2,-2
43582,0,-2,-2
43583,0,-2,-2
43584,0,-2,-2
43585,0,-2,-2
43586,0,-2,-2
43587,0,-2,-2
43588,0,-2,-2
43589,0,-2,-2
43590,0,-2,-2
43591,0,-2,-2
43592,0,-2,-2
43593,0,-2,-2
43594,0,-2,-2
43595,0,-2,-2
43596,0,-2,-2
43597,0,-2,-2
43598,0,-2,-2
43599,0,-2,-2
43600,0,-2,-2
43601,0,-2,-2
43602,0,-2,-2
43603,0,-2,-2
43604,0,-2,-2
43605,0,-2,-2
43606,0,-2,-2
43607,0,-2,-2
43608,0,-2,-2
43609,0,-2,-2
43610,0,-2,-2
43611,0,-2,-2
43612,0,-2,-2
43613,0,-2,-2
43614,0,-2,-2
43615,0,-2,-2
43616,0,-2,-2
43617,0,-2,-2
43618,0,-2,-2
43619,0,-2,-2
43620,0,-2,-2
43621,0,-2,-2
43622,0,-2,-2
43623,0,-2,-2
43624,0,-2,-2
43625,Rusk Mountain,6,15
43626,0,-2,-2
43627,0,-2,-2
43628,0,-2,-2
43629,0,-2,-2
43630,0,-2,-2
43631,0,-2,-2
43632,West Kill,6,30
43633,0,-2,-2
43634,0,-2,-2
43635,0,-2,-2
43636,0,-2,-2
43637,0,-2,-2
43638,0,-2,-2
43639,0,-2,-2
43640,0,-2,-2
43641,0,-2,-2
43642,0,-2,-2
43643,0,-2,-2
43644,0,-2,-2
43645,0,-2,-2
43646,0,-2,-2
43647,0,-2,-2
43648,0,-2,-2
43649,0,-2,-2
43650,0,-2,-2
43651,0,-2,-2
43652,0,-2,-2
43653,0,-2,-2
43654,0,-2,-2
43655,0,-2,-2
43656,0,-2,-2
43657,0,-2,-2
43658,0,-2,-2
43659,0,-2,-2
43660,0,-2,-2
43661,0,-2,-2
43662,0,-2,-2
43663,0,-2,-2
43664,0,-2,-2
43665,0,-2,-2
43666,0,-2,-2
43667,0,-2,-2
43668,0,-2,-2
43669,0,-2,-2
43670,0,-2,-2
43671,0,-2,-2
43672,0,-2,-2
43673,0,-2,-2
43674,0,-2,-2
43675,0,-2,-2
43676,0,-2,-2
43677,0,-2,-2
43678,0,-2,-2
43679,0,-2,-2
43680,0,-2,-2
43681,0,-2,-2
43682,0,-2,-2
43683,0,-2,-2
43684,0,-2,-2
43685,0,-2,-2
43686,0,-2,-2
43687,0,-2,-2
43688,0,-2,-2
43689,0,-2,-2
43690,0,-2,-2
43691,0,-2,-2
43692,0,-2,-2
43693,0,-2,-2
43694,0,-2,-2
43695,0,-2,-2
43696,0,-2,-2
43697,0,-2,-2
43698,0,-2,-2
43699,0,-2,-2
43700,0,-2,-2
43701,0,-2,-2
43702,0,-2,-2
43703,0,-2,-2
43704,0,-2,-2
43705,0,-2,-2
43706,0,-2,-2
43707,0,-2,-2
43708,0,-2,-2
43709,Kaaterskill High Peak,9,14
43710,0,-2,-2
43711,0,-2,-2
43712,0,-2,-2
43713,0,-2,-2
43714,0,-2,-2
43715,0,-2,-2
43716,Rusk Mountain,9,15
43717,Halcott Mountain,9,4
43718,0,-2,-2
43719,0,-2,-2
43720,0,-2,-2
43721,0,-2,-2
43722,0,-2,-2
43723,0,-2,-2
43724,0,-2,-2
43725,0,-2,-2
43726,0,-2,-2
43727,0,-2,-2
43728,0,-2,-2
43729,0,-2,-2
43730,0,-2,-2
43731,0,-2,-2
43732,0,-2,-2
43733,0,-2,-2
43734,0,-2,-2
43735,0,-2,-2
43736,0,-2,-2
43737,0,-2,-2
43738,0,-2,-2
43739,0,-2,-2
43740,0,-2,-2
43741,0,-2,-2
43742,0,-2,-2
43743,0,-2,-2
43744,Halcott Mountain,10,4
43745,0,-2,-2
43746,0,-2,-2
43747,0,-2,-2
43748,0,-2,-2
43749,0,-2,-2
43750,0,-2,-2
43751,West Kill,10,30
43752,0,-2,-2
43753,0,-2,-2
43754,0,-2,-2
43755,0,-2,-2
43756,0,-2,-2
43757,0,-2,-2
43758,0,-2,-2
43759,0,-2,-2
43760,0,-2,-2
43761,0,-2,-2
43762,0,-2,-2
43763,0,-2,-2
43764,0,-2,-2
43765,0,-2,-2
43766,0,-2,-2
43767,0,-2,-2
43768,0,-2,-2
43769,0,-2,-2
43770,0,-2,-2
43771,0,-2,-2
43772,0,-2,-2
43773,Panther Mountain,11,18
43774,0,-2,-2
43775,0,-2,-2
43776,0,-2,-2
43777,0,-2,-2
43778,0,-2,-2
43779,0,-2,-2
43780,0,-2,-2
43781,0,-2,-2
43782,0,-2,-2
43783,0,-2,-2
43784,0,-2,-2
43785,0,-2,-2
43786,0,-2,-2
43787,0,-2,-2
43788,0,-2,-2
43789,0,-2,-2
43790,0,-2,-2
43791,0,-2,-2
43792,West Kill,11,30
43793,0,-2,-2
43794,0,-2,-2
43795,0,-2,-2
43796,0,-2,-2
43797,0,-2,-2
43798,0,-2,-2
43799,0,-2,-2
43800,0,-2,-2
43801,0,-2,-2
